TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,ACTIVITY_ETC,ACTIVITY_DTL,RSVT_YN,EXPND_SE,ADMISSION_SE
e_e000944,2305270004,3,0,,아쿠아리움 및 동물원 입장 및 관람;먹이주기;바다생물 잡아보기 체험,Y,1,1
e_e000944,2305280003,4,0,,,,,
e_e000944,2305280002,4,1,,,,,
e_e000944,2305270002,5,0,,,,,
e_e000944,2305270005,5,1,,,,,
e_e000944,2305270006,5,1,,,,,
e_e000944,2305280003,5,1,,,,,
e_e000963,2305270004,1,0,,바지락칼국수 해물파전,Y,1,
e_e000963,2305270007,1,2,,소래에서 사온 해산물 삼겹살 목살 바베큐 맥주와 소주,Y,4,
e_e000963,2305270003,2,0,,광어회 우럭회 새우 조개 저녁에 먹을 것 포장구매,Y,1,
e_e000963,2305270005,3,1,,서바이벌 교육을 받고 전투복으로 갈아입고 총기를 수령 받은 다음 체험 교육 및 게임방식에 대한 설명을들은 다음 2팀으로 나누어 3번의 서바이벌을 하였습니다,Y,1,1
e_e000963,2305270007,5,0,,,,,
e_e000978,2306060004,1,0,,아이스 말차라떼 1잔;핫 바닐라빈라떼 1잔;소금빵 1개,Y,1,
e_e000978,2306060002,3,0,,산책로를 따라 걸으면서 메타쉐콰이어 길도 보고 물방울 온실에서 아열대 식물전시를 보았다. 음식을 먹을 수 있는 식사 장소도 따로 마련되어 있다. 도심 속 자연 풍경에 더 매력을 느낄 수 있었다.,N,1,2
e_e000978,2306060003,4,0,,,,,
e_e000978,2306060002,4,1,,,,,
e_e000978,2306060004,5,1,,,,,
e_e000978,2306060003,5,2,,,,,
e_e001003,2306020003,1,0,,닭갈비와 볶음밥,N,1,
e_e001003,2306030002,1,0,,커피,N,1,
e_e001003,2306030004,1,0,,커피,N,1,
e_e001003,2306030006,1,0,,막국수,N,1,
e_e001003,2306040002,1,0,,커피,N,1,
e_e001003,2306030002,3,1,,양에게 먹이 주는 체험. 알파카. 토끼. 말 관람,N,1,1
e_e001003,2306030005,4,0,,,,,
e_e001003,2306020002,4,1,,,,,
e_e001003,2306030004,4,1,,,,,
e_e001003,2306040002,4,1,,,,,
e_e001003,2306020002,5,0,,,,,
e_e001003,2306030003,5,0,,,,,
e_e001003,2306040001,5,0,,,,,
e_e001003,2306020004,5,1,,,,,
e_e001003,2306030001,5,1,,,,,
e_e001006,2305270002,1,0,,갈비,N,1,
e_e001006,2305280001,1,0,,홍콩식;우육면/꿔바로우,N,1,
e_e001006,2305260003,2,0,,반바지,N,5,
e_e001006,2305270003,3,0,,둘리 뮤지엄 관람,Y,1,2
e_e001006,2305280002,3,0,,에버랜드 동물원 관람 및 놀이기구 탑승,Y,1,1
e_e001006,2305270004,3,1,,둘리 영화 관람,Y,1,2
e_e001006,2305260004,4,0,,,,,
e_e001006,2305270001,4,0,,,,,
e_e001006,2305260005,7,0,,,,,
e_e001006,2305260006,7,0,,,,,
e_e001006,2305290001,7,0,,,,,
e_e001006,2305290002,7,0,,,,,
e_e001020,2305270003,1,0,,팟타이꿍 / 팟크리파오무쌉 덮밥 / 텃만꿍,N,1,
e_e001020,2305270005,1,0,,크림빵 ,N,1,
e_e001020,2305280003,1,0,,찜닭(소) 치즈떡추가,N,1,
e_e001020,2305280004,1,0,,커피 / 카이막 / 빵,N,1,
e_e001020,2305270004,1,2,,커피 케이크,N,1,
e_e001020,2305280005,1,2,,삼송빵,Y,2,
e_e001020,2305270002,4,0,,,,,
e_e001020,2305280002,4,0,,,,,
e_e001020,2305280005,4,1,,,,,
e_e001020,2305280005,5,0,,,,,
e_e001038,2306030003,1,0,,닭강정 피자 주스 핫도그 파인애플 콜라,N,1,
e_e001038,2306030003,2,3,,아이쇼핑(강아지 용품),N,5,
e_e001038,2306030003,4,4,,,,,
e_e001038,2306030003,5,1,,,,,
e_e001042,2306020002,1,0,,삼겹살,N,1,
e_e001042,2306030001,1,0,,만두,N,1,
e_e001042,2306030003,1,0,,삼계탕. 두부전골,N,1,
e_e001042,2306030004,1,0,,빵.커피.블루베리스무디,Y,1,
e_e001042,2306040003,1,0,,돈까스.오므라이스.마카롱,N,1,
e_e001042,2306040005,1,0,,음료수,Y,1,
e_e001042,2306030003,1,3,,아이스크림.커피,N,1,
e_e001042,2306030001,2,1,,이불. 옷. 양말,Y,1,
e_e001042,2306040001,4,0,,,,,
e_e001042,2306040004,4,0,,,,,
e_e001042,2306020002,4,1,,,,,
e_e001042,2306030003,4,1,,,,,
e_e001042,2306030004,5,1,,,,,
e_e001042,2306040003,5,1,,,,,
e_e001042,2306040004,5,1,,,,,
e_e001042,2306020002,5,2,,,,,
e_e001042,2306030003,5,2,,,,,
e_e001042,2306020003,6,0,,치킨포장,N,1,
e_e001055,2306050003,1,0,,불고기,N,1,
e_e001055,2306050007,1,0,,불고기갈릭버거;헬로릴리트와퍼,N,1,
e_e001055,2306050004,1,1,,파인망고빙수,N,1,
e_e001055,2306050002,2,0,,클라이밍화,N,1,
e_e001055,2306050006,3,0,,범죄도시3 관람,Y,5,2
e_e001055,2306050008,3,0,,클라이밍,N,5,1
e_e001055,2306050005,4,0,,,,,
e_e001055,2306050009,4,0,,,,,
e_e001055,2306050004,5,0,,,,,
e_e001056,2306030002,1,1,,커피;빵,N,1,
e_e001056,2306030002,2,0,,이불커버,N,1,
e_e001056,2306030003,4,0,,,,,
e_e001077,2306020002,1,0,,크림치즈베이글 아이스아메리카노 레몬에이드,Y,1,
e_e001077,2306020003,3,0,,김환기 특별전 관람,Y,1,2
e_e001077,2306020003,4,1,,,Y,,
e_e001077,2306020002,5,1,,,,,
e_e001153,2306030004,1,0,,소한마리;누룽지;맥주 1병,N,1,
e_e001153,2306040001,1,0,,떡볶이;순대;오뎅;튀김(오징어/고구마),N,1,
e_e001153,2306040004,1,0,,아메리카노;햇사과주스;에스프레스프라푸치노;바닐라콜드브루,N,1,
e_e001153,2306030004,1,1,,베스킨라빈스/ 파인트/싱글레귤러,N,1,
e_e001153,2306030003,2,0,,아기 옷 상하 2벌,N,1,
e_e001153,2306030003,2,1,,음료;호떡/ 현금결제(영수증증빙불가),N,1,
e_e001153,2306030002,3,0,,이영란의 감성체험/ 밀가루 모래 흙 나무 4가지 주제로 촉감위주 체험활동진행;촉감에 예민한 아이도 너무 즐겁게 할 수 있는 체험공간,Y,5,1
e_e001153,2306030005,5,0,,,,,
e_e001153,2306040003,6,0,,결혼식참석,N,5,
e_e001187,2305280003,1,0,,커피;주스,N,1,
e_e001187,2305280004,1,0,,설렁탕,N,1,
e_e001187,2305280005,2,0,,책,N,1,
e_e001187,2305280003,3,1,,앵무새 먹이주기 체험,N,5,1
e_e001208,2305270003,1,0,,세가지 도넛과 아이스 아메리카노;따뜻한 카페라떼;딸긱쉐이크,N,1,
e_e001208,2305270004,1,2,,101번지 남산돈까스에서 왕돈까스와 쫄면,N,1,
e_e001208,2305270004,2,1,,반팔 옷 1벌,N,1,
e_e001208,2305270002,3,0,,3.1운동에 대한 역사내용;문화재;조형물 관람,N,5,2
e_e001258,2305270003,1,0,,저녁식사ㅡ삼겹살과 냉면;술,N,1,
e_e001258,2305280001,1,0,,컵라면;물,N,1,
e_e001258,2305280002,1,0,,오뎅,N,1,
e_e001258,2305280004,1,0,,사누끼우동;냉소바,N,1,
e_e001258,2305280005,1,0,,아메리카노;블루베리요거트스무디;플레인아이스크림;버터소금빵,N,1,
e_e001258,2305280007,1,0,,통새우와퍼세트;비프&슈림프버거세트;프렌치프라이,N,1,
e_e001258,2305280002,1,2,,오백빵,N,1,
e_e001258,2305280007,1,2,,플레이베이글;피넛베이글,N,1,
e_e001258,2305270003,1,4,,편의점 젤리,N,1,
e_e001258,2305280003,2,0,,아이폰;아이패드;헤드셋 체험,N,5,
e_e001258,2305280006,2,0,,내일은발명왕;하이큐 만화책 구매,N,1,
e_e001258,2305270003,2,1,,팝마트 캐릭터 아이쇼핑,Y,5,
e_e001258,2305280002,2,1,,우산;우비,N,1,
e_e001258,2305270003,3,2,,댄스 공연 관람. 비가와서 아쉬웠다.,N,5,2
e_e001258,2305280003,4,1,,,,,
e_e001258,2305270003,4,3,,,,,
e_e001258,2305270011,5,0,,,,,
e_e001258,2305280005,5,1,,,,,
e_e001258,2305280007,5,1,,,,,
e_e001258,2305270002,6,0,,커피 구매,Y,1,
e_e001294,2305280004,1,0,,김치말이냉국수;스팸주먹밥;새우강정반반세트;아이스아메리카노;블루레몬에이드,Y,1,
e_e001294,2305280005,1,0,,닭도리탕;냄비밥;맥주;김치전,N,1,
e_e001294,2305280003,1,2,,김치말이냉국수;아이스아메리카노;블루레몬에이드;스팸주먹밥;새우강정세트,N,4,
e_e001294,2305280002,2,0,,휴대용 4단 접이식 방석;고급칼라돗자리,N,1,
e_e001294,2305280004,3,1,,2023 Peakfastival 이벤트 주최에서 포토매틱부스와 협업한 이벤트 사진을 촬영했다.,Y,1,1
e_e001294,2305280004,3,4,,2023 Peakfastival 사전 구매한 입장권을 배부받은 후 피크페스티벌의 조형물과 공연을 저녁까지 관람한 후 해질녘 집에 귀가했다.,Y,1,2
e_e001294,2305280004,4,2,,,Y,,
e_e001294,2305280003,5,1,,,,,
e_e001294,2305280004,5,3,,,Y,,
e_e001294,2305280003,5,5,,,,,
e_e001300,2305270006,1,0,,바닐라라떼;보리크림라떼;유자셔벗토닉;개성주악;시나몬주악,N,1,
e_e001300,2305270008,1,0,,반반통닭,N,1,
e_e001300,2305280002,1,0,,물냉면;비빔냉면;왕만두,N,1,
e_e001300,2305280004,1,0,,매운오뎅,N,1,
e_e001300,2305280007,1,0,,딸기요거트스무디;온유라떼,N,1,
e_e001300,2305290002,1,0,,튀김범벅,N,1,
e_e001300,2305270009,2,0,,양말;머리끈,N,1,
e_e001300,2305280005,2,0,,잠옷,N,1,
e_e001300,2305280008,2,1,,티로그 편도복숭아 아이스티,N,5,
e_e001300,2305290005,2,1,,햄버거;바닐라쉐이크;감자튀김,Y,1,
e_e001300,2305280006,3,0,,수원시립미술관 기획전 《어떤 Norm(all)》;소장품 상설전 : 물은 별을 담는다 관람,N,1,2
e_e001300,2305290003,3,0,,문화의거리 관람 및 산책,N,5,2
e_e001300,2305290004,3,1,,보드게임카페 체험,N,1,1
e_e001300,2305270010,4,0,,,,,
e_e001300,2305270005,4,1,,,,,
e_e001300,2305270007,4,1,,,,,
e_e001300,2305270011,4,1,,,,,
e_e001300,2305270012,4,1,,,,,
e_e001300,2305280003,4,1,,,,,
e_e001300,2305290003,4,1,,,,,
e_e001300,2305290006,4,2,,,,,
e_e001300,2305270005,5,2,,,,,
e_e001300,2305270012,6,0,,드라마 '그해우리는' 촬영지 방문,Y,5,
e_e001300,2305270003,7,0,,,,,
e_e001300,2305270004,7,0,,,,,
e_e001300,2305290001,7,0,,,,,
e_e001361,2305280006,1,0,,노멀 블랜드 에스프레소,N,1,
e_e001361,2305280010,1,0,,치킨 라이스 샐러드,N,1,
e_e001361,2305280004,2,0,,가구;인테리어 오브제 아이쇼핑 및 이벤트 참여,Y,5,
e_e001361,2305280005,2,0,,쑥미숫가루 고구마말랭이 밤 간식들 구입,N,1,
e_e001361,2305280007,2,0,,아이쇼핑 의류 패션 브랜드,N,5,
e_e001361,2305280008,2,0,,폼클렌징 양말,N,1,
e_e001361,2305280009,3,0,,작품 감상 및 이벤트 참여,Y,5,2
e_e001361,2305280004,3,1,,티코스터 만들기 이벤트 참여,N,5,2
e_e001361,2305280005,3,1,,전체 층 브랜드 관 전시 관람,N,5,2
e_e001361,2305280007,4,1,,,,,
e_e001361,2305280009,4,1,,,,,
e_e001361,2305280004,4,2,,,,,
e_e001361,2305280005,4,2,,,,,
e_e001361,2305280006,5,1,,,,,
e_e001361,2305280002,7,0,,,,,
e_e001361,2305280003,7,0,,,,,
e_e001361,2305280011,7,0,,,,,
e_e001379,2305290003,1,0,,바베큐,Y,1,
e_e001379,2305290004,1,0,,소머리국밥,N,1,
e_e001379,2305300004,1,0,,냉면 돈까스,N,1,
e_e001379,2305290005,3,0,,스파체험,Y,1,1
e_e001379,2305300002,3,0,,어린이놀이터 내부 시설,N,5,1
e_e001379,2305290003,3,1,,루지체험,N,1,1
e_e001379,2305300003,4,0,,,,,
e_e001379,2305300002,4,1,,,,,
e_e001379,2305290003,4,2,,,,,
e_e001379,2305300003,5,1,,,,,
e_e001379,2305290003,5,3,,,,,
e_e001399,2306040003,1,0,,유부초밥,N,4,
e_e001399,2306040005,1,0,,파스타 피자 커피 빵,N,1,
e_e001399,2306040003,1,3,,커피,N,1,
e_e001399,2306040003,4,1,,,,,
e_e001399,2306040004,4,1,,,,,
e_e001399,2306040003,5,2,,,,,
e_e001399,2306040004,5,2,,,,,
e_e001399,2306040004,6,3,,주차,N,1,
e_e001486,2305270002,1,0,,삼겹살;목살;닭꼬치;라면;마시멜로;아이스크림 등등,Y,1,
e_e001486,2305270003,1,0,,커피 및 디저트,N,1,
e_e001496,2306050002,1,0,,막국수 만두,N,1,
e_e001496,2306050003,1,0,,커피와 케이크,N,1,
e_e001496,2306060001,1,0,,한식뷔페,N,1,
e_e001496,2306060002,1,0,,커피 와플,N,1,
e_e001496,2306040004,1,2,,고기류,Y,1,
e_e001496,2306050001,3,0,,동물관람 및 먹이주기,N,1,2
e_e001496,2306060002,3,2,,모래놀이 및 해먹,N,5,1
e_e001496,2306040002,5,0,,,,,
e_e001496,2306050004,5,0,,,,,
e_e001496,2306040004,5,1,,,,,
e_e001496,2306050003,5,1,,,,,
e_e001496,2306060002,5,1,,,,,
e_e001555,2305310003,1,0,,허브통살닭꼬치,N,1,
e_e001555,2305310005,1,0,,대구매운탕;콜라,Y,1,
e_e001555,2305310009,1,0,,소곱창구이모듬;육회;곱창양푼이;소주와 맥주,N,1,
e_e001555,2306010001,1,0,,짜장면;짬뽕;콜라,Y,1,
e_e001555,2306010003,1,0,,오코노미야끼전;골뱅이소면;생크림막걸리,N,1,
e_e001555,2305310006,1,1,,밀크티,N,1,
e_e001555,2306010001,1,3,,슬러쉬;아이스탕후루;치즈감자;콜라;소시지,Y,1,
e_e001555,2305310008,2,0,,상하의 보세 옷 구경 및 구매,N,1,
e_e001555,2306020003,2,1,,표 구매,Y,1,
e_e001555,2306010001,2,2,,롯데월드 내부 상점에서 판매하는 가방;머리띠;옷;키홀더 등,Y,5,
e_e001555,2305310007,3,1,,창경궁 무료입장을 통해 관람 및 궁 내 산책을 했습니다. 광장시장과 가까워서 우연히 들른 곳인데 무료입장기간이었고 6/25일까지는 무슨 기간이라고 40주년 기념으로 내부 관람도 가능했습니다.,N,5,2
e_e001555,2306010001,3,1,,놀이기구 탑승,Y,1,1
e_e001555,2305310006,4,0,,,,,
e_e001555,2305310007,4,0,,,,,
e_e001555,2305310002,5,0,,,,,
e_e001555,2306010002,5,0,,,,,
e_e001555,2306010004,5,0,,,,,
e_e001555,2306010004,6,1,,수면,Y,5,
e_e001555,2305310004,7,0,,,,,
e_e001555,2306020002,7,0,,,,,
e_e001555,2306020003,7,0,,,,,
e_e001575,2305280002,1,0,,카라멜팝콘;아메리카노,N,1,
e_e001575,2305280004,1,0,,간단한 다과류 및 커피,N,4,
e_e001575,2305280006,1,0,,미니부페,Y,4,
e_e001575,2305290001,1,0,,부페,Y,4,
e_e001575,2305290003,1,0,,키위라임블랜드,Y,1,
e_e001575,2305290005,1,0,,회전초밥,N,1,
e_e001575,2305280002,3,1,,리클라이너 영화관람(분노의 질주),Y,1,2
e_e001575,2305280005,4,0,,,,,
e_e001575,2305290002,4,0,,,,,
e_e001575,2305280004,4,2,,,,,
e_e001575,2305280003,5,0,,,,,
e_e001925,2306020003,1,0,,모츠나베;참다랑어 후토마끼;청주(동학),N,1,
e_e001925,2306030001,1,0,,조식 뷔페,Y,4,
e_e001925,2306030002,1,0,,아메리카노 2잔,Y,1,
e_e001925,2306030003,1,0,,돼지+함흥물냉면;전주비빔밥,N,1,
e_e001925,2306020004,2,0,,버팔로윙봉;맥주;호로요이;프링글스,N,1,
e_e001925,2306030003,2,1,,타미힐피거 신발,N,1,
e_e001925,2306020002,5,0,,,,,
e_e001925,2306020005,5,0,,,,,
e_e001960,2306030003,1,0,,플레인 요거트 스무디 한잔,N,1,
e_e001960,2306030005,1,0,,돈까스 정식 1인,N,1,
e_e001960,2306030004,4,1,,,,,
e_e001960,2306030004,5,0,,,,,
e_e001960,2306030005,5,1,,,,,
e_e001985,2306030002,1,0,,델리(안심살치킨 마살라카레);르번미(르 번미세트),N,1,
e_e001985,2306030003,1,0,,빵선생에서 명란바게트와 치아파타 구매,N,1,
e_e001985,2306030002,1,3,,스무디킹(스트로베리 익스트림L;천혜향 스무디),N,1,
e_e001985,2306030002,2,1,,남자 결혼식 예복(타임;시스템;갤럭시 등 방문),Y,5,
e_e001985,2306030002,3,4,,현대아울렛 테라스 공연 관람,N,5,2
e_e001985,2306030003,4,1,,,,,
e_e002010,2306040006,1,0,,레몬에이드 / 야채+계란+햄 토스트 / 야채+계란+치즈 토스트 각 1개씩,N,1,
e_e002010,2306040011,1,0,,안심돈가스 2개,N,1,
e_e002010,2306050003,1,0,,콩국수,N,1,
e_e002010,2306040010,2,0,,딸기잼,N,1,
e_e002010,2306040012,2,0,,홀그레인오트식빵,Y,1,
e_e002010,2306040013,2,0,,클렌징티슈,Y,1,
e_e002010,2306040014,2,0,,쓰레기통;화장실 슬리퍼;수세미,N,5,
e_e002010,2306050004,2,0,,저당 팥앙금 10개,N,1,
e_e002010,2306040007,4,0,,,,,
e_e002010,2306040008,4,0,,,,,
e_e002010,2306040009,4,0,,,,,
e_e002010,2306050002,4,0,,,,,
e_e002010,2306040004,7,0,,,,,
e_e002010,2306040003,7,1,,,,,
e_e002028,2306030002,1,0,,샤브샤브칼국수,N,1,
e_e002028,2306030002,1,1,,스타벅스 커피,N,2,
e_e002028,2306030004,1,1,,오렌지에이드;그린플래그커피,N,1,
e_e002028,2306030005,2,0,,호두과자,N,1,
e_e002028,2306030005,2,1,,퍼즐,Y,1,
e_e002028,2306030003,3,1,,오리배,N,1,1
e_e002028,2306030003,4,0,,,,,
e_e002028,2306030004,5,0,,,,,
e_e002039,2306030004,1,0,,만두전골;김치만두,N,1,
e_e002039,2306030006,2,0,,스포츠 브랜드 아이쇼핑,N,5,
e_e002039,2306030005,2,1,,아이스아메리카노 벤티사이즈,N,1,
e_e002039,2306030003,3,0,,김환기 전시 관람,Y,5,2
e_e002039,2306030002,4,0,,,,,
e_e002039,2306030002,5,1,,,,,
e_e002078,2306030002,1,0,,컵라면;유뷰초밥;닭강정;밥,Y,4,
e_e002078,2306030002,3,1,,낚시,Y,1,1
e_e002078,2306030003,3,1,,낚시,Y,5,1
e_e002083,2306060005,1,0,,숯불바베큐에 토마호크 스테이크;감자2알;고구마1알;김치우동전골;음료수;마시멜로우;과자,Y,4,
e_e002083,2306070001,1,0,,그릴드 치킨 버거와 감자튀김,N,1,
e_e002083,2306070003,1,0,,인절미 팥빙수,N,1,
e_e002083,2306060002,2,2,,모자와 글랜핑장에서 사용하고 먹을것들(부탄가스;과자;감자;음료수;물 등),N,1,
e_e002083,2306060004,2,2,,스타벅스에서 마실 음료 2잔,N,1,
e_e002083,2306060005,2,4,,숯불 바베큐;불멍용 장작 (설치비),Y,1,
e_e002083,2306060004,4,0,,,,,
e_e002083,2306060003,4,1,,,,,
e_e002083,2306060005,4,1,,,,,
e_e002083,2306070001,4,1,,,,,
e_e002083,2306060003,5,0,,,,,
e_e002083,2306060004,5,1,,,,,
e_e002083,2306070003,5,1,,,,,
e_e002083,2306060005,5,2,,,,,
e_e002100,2306100004,1,0,,커피,N,4,
e_e002100,2306100007,1,0,,빵,Y,4,
e_e002100,2306100002,1,2,,양념뚝배기;짬뽕수제비;커피,N,4,
e_e002100,2306100002,1,3,,커피;빵,N,1,
e_e002100,2306100005,2,0,,신발,N,5,
e_e002100,2306100006,2,0,,벨트;슬리퍼,N,5,
e_e002100,2306100005,2,3,,휴대폰코팅지,N,5,
e_e002100,2306100005,4,2,,,,,
e_e002100,2306100004,5,1,,,,,
e_e002100,2306100007,5,1,,,,,
e_e002112,2306050003,1,0,,오징어짬뽕;치킨구이와 중화볶음밥,N,1,
e_e002112,2306050004,1,0,,츄러스;핫도그,N,1,
e_e002112,2306050002,3,0,,각종 퍼레이드 관람;장미정원 구경;놀이기구 탑승,N,5,1
e_e002112,2306050004,3,1,,판다 푸바오 구경;퍼레이드;불꽃놀이;사진촬영;놀이기구 탑승,Y,5,1
e_e002114,2306100002,1,0,,카츠동;냉모밀;새우튀김,N,1,
e_e002114,2306100002,2,1,,큐브스탬프,N,1,
e_e002114,2306100002,3,2,,네오포레컵화분만들기,Y,5,1
e_e002114,2306100002,3,5,,클레이보석함만들기,Y,1,1
e_e002114,2306100002,4,3,,,,,
e_e002114,2306100002,5,4,,,,,
e_e002114,2306100002,6,6,,서점에서 책구경하고 독서하고 아이 이름표도 만들었습니다,N,5,
e_e002146,2306030004,2,0,,바람막이 아이쇼핑,N,5,
e_e002146,2306030003,3,0,,각테마별 스튜디오 관람,Y,1,2
e_e002180,2306040003,1,0,,돼지숯불고기 2인분;비빔막국수;공기밥 1,N,1,
e_e002180,2306040004,1,0,,아메리카노;라떼;소금빵;크로와상;유기농주스,N,4,
e_e002180,2306040002,3,4,,식물 및 곤충;박물관 관람 및 전시된 지게체험,Y,1,1
e_e002180,2306040002,4,3,,,,,
e_e002180,2306040002,5,1,,,,,
e_e002180,2306040004,5,1,,,,,
e_e002180,2306040002,6,2,,계속 구경하기 산책로 걷기든,Y,5,
e_e002190,2306020004,1,0,,소갈비반상;크림파스타,N,1,
e_e002190,2306030001,1,0,,커피와 케이크,N,4,
e_e002190,2306030002,1,0,,닭꽃,N,1,
e_e002190,2306020005,1,1,,간식,Y,2,
e_e002190,2306030002,1,1,,전,N,1,
e_e002190,2306030001,2,1,,아이쇼핑/ 옷 선글라스 가방 악세사리,N,5,
e_e002190,2306020002,3,0,,수영장 이용,Y,1,1
e_e002190,2306020003,3,1,,와일드가든 산책 및 요가프로그램참여,Y,5,1
e_e002190,2306030001,3,3,,전시,N,5,2
e_e002190,2306020005,5,2,,,,,
e_e002191,2306030004,1,0,,메일정식 공기밥 회추가,Y,1,
e_e002191,2306030002,2,0,,소보루 롤링치즈 스콘 빵,N,1,
e_e002191,2306030003,3,2,,양 염소 돼지등 먹이도 주고 다른여러가지 동물들도 구경하고 가축공연도 구경하고 돼지달리기도 구경하고 응원열심히해 머리띠도받았어요,Y,1,2
e_e002191,2306030003,4,3,,,,,
e_e002335,2306040003,1,0,,두부전골.순두부백반,N,1,
e_e002335,2306040005,1,0,,커피;빵,N,1,
e_e002335,2306040002,2,4,,기념 마그넷,N,1,
e_e002335,2306040004,3,0,,성당및순교성지방문,N,5,2
e_e002335,2306040004,4,1,,,,,
e_e002335,2306040002,4,5,,,,,
e_e002337,2306050002,1,0,,추어탕 2개;돈까스 3개,N,1,
e_e002337,2306040002,1,1,,모듬회;목설 바베큐;비빔면;밥,Y,4,
e_e002337,2306040003,4,0,,,,,
e_e002337,2306050002,4,1,,,,,
e_e002337,2306040002,4,2,,,,,
e_e002337,2306040002,5,3,,,,,
e_e002337,2306040003,6,1,,플로깅,Y,5,
e_e002343,2306030003,1,0,,우렁쌈밥정식,N,1,
e_e002343,2306030004,1,0,,아이스아메리카노,Y,1,
e_e002343,2306030005,1,0,,아이스크림;아이스밀크티,N,1,
e_e002343,2306030005,2,1,,남자바지3개,N,1,
e_e002343,2306030004,4,1,,,,,
e_e002343,2306030004,6,2,,드라마촬영지 방문,N,5,
e_e002353,2306030002,1,0,,아메리카노 2잔,Y,4,
e_e002353,2306030003,1,0,,팥빙수,N,1,
e_e002353,2306030005,1,0,,돼지김치구이;음료수;정통꽃껍데기,N,1,
e_e002353,2306030006,1,0,,마라로제떡볶이;바질크림떡볶이;셀프주먹밥,Y,2,
e_e002353,2306030004,2,0,,바지,N,1,
e_e002353,2306030002,3,2,,식물원 관람,Y,1,2
e_e002353,2306030002,5,1,,,,,
e_e002353,2306030006,5,1,,,,,
e_e002353,2306030003,5,2,,,,,
e_e002360,2306030003,1,0,,오리백숙;제육볶음;소주;맥주;사이다,Y,1,
e_e002360,2306030005,1,0,,잔치국수;떡볶이;어묵;구슬아이스크림;핫식스,Y,1,
e_e002360,2306030006,1,0,,오리훈제;삼겹훈제;오리차돌;소주;맥주;라면;콜라;볶음밥,N,1,
e_e002360,2306030007,2,0,,상쾌한;헛개컨디션,N,1,
e_e002360,2306030005,3,1,,월드디제이페스티벌 참석 및 1초타투,Y,5,2
e_e002360,2306030005,4,2,,,,,
e_e002360,2306030004,99,2,,,,,
e_e002362,2306060004,1,0,,낙지볶음,N,1,
e_e002362,2306060003,3,0,,참전비 및 영월루 삼층석탑 구경;남한강 황포돛대 구경,N,5,2
e_e002362,2306060005,3,0,,여주의 역사 기록 관람;여주출신 소설가 류주현의 일대기 감상;운암 김정식 수석 박물관 관람,N,5,2
e_e002362,2306060006,3,0,,신륵사 관람;대웅전에 들어가 참배,N,5,2
e_e002362,2306060002,4,0,,,,,
e_e002362,2306060003,4,1,,,,,
e_e002362,2306060006,4,1,,,,,
e_e002362,2306060006,5,2,,,,,
e_e002370,2306040006,1,0,,고기 및 채소류,N,4,
e_e002370,2306050001,1,0,,닭국수;안심탕수육,N,1,
e_e002370,2306050002,1,0,,커피,N,1,
e_e002370,2306040003,2,0,,고기 및 음식류,N,1,
e_e002370,2306040005,3,0,,계곡 물놀이,N,5,1
e_e002370,2306040004,5,0,,,,,
e_e002370,2306040005,5,1,,,,,
e_e002370,2306040006,5,1,,,,,
e_e002370,2306050002,5,1,,,,,
e_e002379,2306040004,1,0,,아이스블랙커피,N,1,
e_e002379,2306040005,1,0,,치킨케밥;연어유부초밥;구운연어유부초밥,N,1,
e_e002379,2306040002,3,0,,도서관 구경,N,5,2
e_e002379,2306040006,3,1,,에드워드호퍼 길 위에서 전시회 관람,Y,5,2
e_e002379,2306040003,3,2,,빈백에 누워 독서,N,5,2
e_e002379,2306040007,4,0,,,,,
e_e002379,2306040002,4,1,,,,,
e_e002379,2306040003,4,1,,,,,
e_e002379,2306040004,5,1,,,,,
e_e002379,2306040003,5,3,,,,,
e_e002388,2306060002,1,0,,막국수;햄버거;우육면;녹두전;포테이토 프라이즈;커피,N,1,
e_e002388,2306060002,2,1,,축구화,N,1,
e_e002388,2306060002,2,4,,테이프공;샤프,N,1,
e_e002388,2306060002,4,2,,,,,
e_e002388,2306060002,5,3,,,,,
e_e002390,2306100004,1,0,,추어칼국수;미꾸라지 튀김,N,1,
e_e002390,2306100005,1,0,,커피,N,1,
e_e002390,2306100007,1,0,,블렌딩티,N,1,
e_e002390,2306100006,2,0,,도자기 그릇,N,1,
e_e002390,2306100006,3,1,,도자기 상점;도자기 미니 갤러리,N,5,2
e_e002390,2306100006,4,2,,,,,
e_e002390,2306100005,5,1,,,,,
e_e002390,2306100007,5,1,,,,,
e_e002403,2306050010,1,0,,아이스카페라떼,N,1,
e_e002403,2306050008,2,0,,약,N,1,
e_e002403,2306050009,2,0,,화장품,N,1,
e_e002403,2306060001,2,0,,아이쇼핑(옷),N,5,
e_e002403,2306050008,2,2,,체리,N,1,
e_e002403,2306050006,3,0,,문화재 관람(현재 공사 중이라 외부 관람만 가능),N,5,2
e_e002403,2306050004,4,0,,,,,
e_e002403,2306050005,4,0,,,,,
e_e002403,2306050007,4,0,,,,,
e_e002403,2306060003,4,0,,,,,
e_e002403,2306050008,4,1,,,,,
e_e002403,2306050011,4,1,,,,,
e_e002403,2306050011,5,0,,,,,
e_e002403,2306050003,7,0,,,,,
e_e002403,2306060002,7,0,,,,,
e_e002403,2306050002,7,1,,,,,
