TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
e_e010362,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
e_e010362,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1800,
e_e010388,50,교통비,0,버스 + 지하철,N,2,,,,,10000,
e_e010463,5,교통비,0,지하철,N,1,,,,,4800,
e_e010470,5,교통비,0,지하철,N,2,,,,,8000,
e_e010518,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,2,,,2023-08-25 00:00,1,33450,
e_e010518,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,47000,
e_e010518,2,통행료,0,렌터카(승용/승합/버스 등등),N,2,,,,,11000,
e_e010563,50,교통비,0,버스 + 지하철,N,1,,,,,7550,
e_e010573,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,9000,
e_e010573,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,3000,
e_e010606,5,교통비,0,지하철,N,2,,,,,9000,
e_e010651,50,교통비,0,버스 + 지하철,N,1,,,,,15000,
e_e010711,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,4000,
e_e010748,4,교통비,0,택시,N,2,,,,,29900,
e_e010748,5,교통비,0,지하철,N,2,,,,,1550,
e_e010750,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
e_e010750,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
e_e010750,5,교통비,0,지하철,N,2,,,,,2700,
e_e010982,12,교통비,0,시외/고속버스,N,2,,,,,15400,
e_e011189,50,교통비,0,버스 + 지하철,N,2,,,,,10600,
e_e011206,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e011206,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,12200,
e_e011233,5,교통비,0,지하철,N,2,,,,,3500,
e_e011277,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
e_e011277,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,1600,
e_e011310,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,36360,
e_e011358,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
e_e011358,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,4000,
e_e011358,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10600,
e_e011461,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,40000,
e_e011461,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,4000,
e_e011738,12,교통비,0,시외/고속버스,N,2,,,,,11200,
e_e011738,4,교통비,0,택시,N,2,,,,,27800,
e_e011750,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,35000,
e_e011750,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,6500,
e_e011904,5,교통비,0,지하철,N,1,,,,,5600,
e_e011939,5,교통비,0,지하철,N,1,,,,,6400,
e_e011953,5,교통비,0,지하철,N,1,,,,,6650,
e_e012031,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,23440,
e_e012031,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
e_e012072,5,교통비,0,지하철,N,2,,,,,3900,
e_e012072,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,30800,
e_e012072,8,교통비,0,새마을/무궁화열차,N,2,,,,,16400,
e_e012372,50,교통비,0,버스 + 지하철,N,2,,,,,17000,
e_e012444,2,렌탈비,2,렌터카(승용/승합/버스 등등),N,2,,,2023-08-30 17:06,1,241920,렌트비
e_e012444,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,43926,
f_f006339,4,교통비,0,택시,N,2,,,,,12000,
f_f006339,5,교통비,0,지하철,N,2,,,,,3000,
